id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18666,Flat with Sunny Terrace,71615,Mireia And Maria,Sant Martí,el Camp de l'Arpa del Clot,41.40889,2.18555,Entire home/apt,130,3,1,2015-10-10,0.02,31,182
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.4042,2.17306,Entire home/apt,60,1,15,2019-07-02,0.20,31,129
21605,Nice and sunny duble room,82522,Meritxell,Sant Martí,el Poblenou,41.4056,2.19821,Private room,33,2,119,2019-07-04,3.08,2,15
23197,FORUM DELUXE 5 MINS WALK  CCIB CENTER & SEA!,90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41203,2.22114,Entire home/apt,210,3,45,2019-07-07,0.44,2,318
25786,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,108310,Pedro,Gràcia,la Vila de Gràcia,41.40145,2.15645,Private room,45,1,241,2019-07-03,2.22,1,115
31377,"Room for 2,  Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.41097,2.1707,Private room,42,3,4,2018-03-12,0.08,3,211
31380,"Room for 2-3. Barcelona, Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.4109,2.17082,Private room,53,3,40,2019-05-12,0.81,3,211
31958,"Gaudi Attic 1, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4095,2.15938,Entire home/apt,75,1,174,2019-06-25,1.70,41,266
32471,"Gaudi Attic 2, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40928,2.16112,Entire home/apt,85,1,79,2019-06-23,0.76,41,257
32615,"Sunny room, top floor with 2 terraces!",141199,Inge,Les Corts,les Corts,41.3872,2.14088,Private room,30,29,19,2014-05-12,0.18,1,26
32711,Sagrada Familia area - Còrsega 1,135703,,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40464,2.16954,Entire home/apt,140,2,52,2019-06-21,0.53,13,295
34241,Private Double room - Plaza Real,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37916,2.17535,Private room,80,4,8,2013-07-15,0.07,2,293
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37859,2.1773,Entire home/apt,250,5,138,2019-06-25,1.29,2,151
35379,Double 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39036,2.15274,Private room,40,2,250,2019-07-02,2.80,4,257
35388,Single 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39065,2.15196,Private room,30,2,210,2019-07-08,2.13,4,121
35390,Single 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39153,2.15125,Private room,30,2,205,2019-06-20,2.35,4,286
35392,Double 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39082,2.15078,Private room,45,2,180,2019-06-23,3.07,4,273
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.37906,2.19141,Private room,38,2,60,2019-07-05,0.63,1,339
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.3956,2.16761,Entire home/apt,95,3,280,2019-07-08,2.94,5,0
46153,"CHIC BORN, GREAT LOCATION , FREE WIFI",90417,Etain (Marnie),Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38776,2.17782,Entire home/apt,45,180,2,2018-09-30,0.02,2,281
49213,"Descalzos en el parque, relax and  cool room",208154,Cate,Sants-Montjuïc,el Poble Sec,41.37315,2.1664,Private room,35,2,42,2019-06-26,0.59,1,93
49968,Sagrada Familia area - Còrsega 2,135703,,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40631,2.16945,Entire home/apt,140,2,37,2019-07-03,0.38,13,304
50066,Sagrada Familia area - Sardenya 1,135703,,Eixample,el Fort Pienc,41.39821,2.17966,Entire home/apt,180,2,52,2019-06-12,0.53,13,264
58512,Stylish & cozy 3BR near Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.41099,2.18119,Entire home/apt,116,7,367,2019-06-06,3.65,1,179
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.38901,2.16552,Entire home/apt,105,2,43,2019-06-20,0.60,5,270
66037,Great apartment in  en el Born,323105,Amivelaz,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38322,2.18234,Entire home/apt,190,3,106,2019-06-26,1.04,2,50
67065,"Londres, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.39161,2.15089,Entire home/apt,90,1,74,2019-06-17,0.77,41,147
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38072,2.17811,Private room,49,2,77,2019-07-01,0.77,1,350
70099,"Room with a View, Bcn City Center",353987,Alex,Ciutat Vella,el Raval,41.37828,2.1708,Private room,49,2,335,2019-07-02,3.28,1,285
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41837,2.13419,Entire home/apt,250,7,1,2011-06-23,0.01,1,349
71553,"Summer PROMOTIONS,  NewYork times penthouse flat !",366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.3974,2.17682,Entire home/apt,110,4,47,2019-03-07,0.47,9,362
71603,MODERNIST PENTHOUSE. 1bedroom apt with terrace,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.39038,2.17606,Entire home/apt,390,3,37,2019-06-02,0.36,9,365
71736,APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38321,2.16656,Entire home/apt,80,32,11,2016-07-14,0.11,6,365
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39837,2.20623,Entire home/apt,1000,1,220,2019-06-26,3.69,5,357
72793,RENT BY MONTH COLORIST APARTMENT MINIMUN 32 NITGHS,368317,Nacharosa,Ciutat Vella,el Raval,41.38248,2.16415,Entire home/apt,60,32,2,2014-08-27,0.02,6,312
72794,RENT MONTH FANTASTIC APARTMENT MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38294,2.16534,Entire home/apt,60,32,8,2014-08-23,0.08,6,312
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422,2.16701,Entire home/apt,148,2,96,2019-06-26,1.29,20,281
73683,Sagrada Familia area for 12 people,135703,,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506,2.17081,Entire home/apt,300,2,153,2019-06-30,1.55,13,288
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39108,2.16521,Entire home/apt,105,2,36,2019-05-12,0.43,5,296
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37163,2.16591,Entire home/apt,65,2,38,2019-06-03,0.60,5,262
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37335,2.16165,Entire home/apt,65,2,71,2019-06-10,0.85,5,279
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255,2.16836,Private room,70,3,188,2019-07-04,1.85,1,304
75003,130. Hércules Pequeño 41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40445,2.17765,Entire home/apt,139,2,10,2019-05-20,0.10,97,324
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825,2.18729,Entire home/apt,125,3,27,2019-06-02,0.30,5,80
80004,Parc Montjuic HUTB (Phone number hidden by Airbnb),431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188,2.16656,Entire home/apt,107,4,115,2019-07-06,1.16,1,131
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227,2.16141,Private room,62,3,99,2019-06-12,0.99,4,73
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37815,2.16894,Entire home/apt,350,6,15,2018-08-31,0.18,6,264
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Calie,Eixample,el Fort Pienc,41.39377,2.1795,Entire home/apt,65,3,303,2019-07-07,3.25,1,230
95719,Lovely room to rent in El Gotico,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3839,2.18011,Private room,53,2,212,2019-07-03,2.12,1,286
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40906,2.16539,Entire home/apt,40,60,62,2016-11-05,0.67,1,105
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Peca,Ciutat Vella,la Barceloneta,41.37983,2.19249,Entire home/apt,60,32,50,2019-01-01,0.58,2,339
104485,Best Location guarantee!,543801,Pinar,Eixample,l'Antiga Esquerra de l'Eixample,41.39119,2.15641,Private room,35,2,181,2017-11-30,1.88,1,343
107437,A beautiful  villa in Barcelona,556626,Cristina,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864,2.09159,Entire home/apt,160,3,45,2019-06-23,0.46,1,326
109462,026. Industria Ático Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40264,2.16717,Entire home/apt,135,2,2,2019-05-17,0.48,97,327
110041,002. Alió 2 Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40244,2.16564,Entire home/apt,135,2,10,2019-06-05,0.12,97,316
110098,023. Gignàs Gótic Apartment,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.3805,2.17932,Entire home/apt,129,2,13,2019-03-17,0.14,97,276
112538,Design Flat in the very center 5.3,567180,Sandra,Eixample,la Sagrada Família,41.40549,2.17368,Entire home/apt,200,4,79,2019-06-23,0.81,13,125
117010,Spacious Flat near Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40745,2.17401,Entire home/apt,220,2,35,2018-11-21,0.36,13,0
118228,Design Flat in the very center,567180,Sandra,Eixample,la Sagrada Família,41.40593,2.17575,Entire home/apt,230,2,15,2017-02-19,0.16,13,52
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.37969,2.16532,Private room,80,3,294,2019-07-06,2.97,1,292
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37242,2.13637,Private room,45,3,248,2019-07-05,2.59,1,279
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40646,2.21282,Private room,48,2,96,2019-07-01,1.52,1,170
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841,2.20613,Entire home/apt,80,2,117,2019-06-30,1.24,1,316
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38846,2.12351,Private room,35,3,125,2019-07-09,1.32,8,223
138055,Design Flat in the Very Center,567180,Sandra,Eixample,la Sagrada Família,41.40764,2.17573,Entire home/apt,250,3,90,2019-07-03,2.31,13,0
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38226,2.15898,Private room,62,3,35,2019-04-29,0.36,4,77
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42318,2.17501,Private room,14,4,83,2019-06-04,1.64,1,264
153376,Single room. central and quite,737399,Omar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38792,2.17768,Private room,65,2,2,2019-06-10,1.62,1,2
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799,2.17281,Private room,50,3,260,2019-06-27,2.74,2,109
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106,2.1509,Private room,39,7,72,2019-06-15,0.75,1,125
158238,CENTRAL Wi Fi  w/TERRASSE 8 people,759411,Raquel,Les Corts,les Corts,41.38416,2.13636,Entire home/apt,150,2,112,2019-06-21,1.15,3,347
162091,Cosy Apartment in Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40532,2.17427,Entire home/apt,149,2,41,2018-12-09,0.47,13,142
163490,"AMAZING COZY 2Bd, PLAZA CATALUÑA!",713364,Horacio,Eixample,la Dreta de l'Eixample,41.39106,2.17662,Entire home/apt,160,3,144,2019-06-02,1.67,1,98
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.40696,2.18711,Entire home/apt,105,3,35,2019-06-04,0.47,5,93
171816,Sagrada Familia Clot Vista,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40828,2.18622,Entire home/apt,115,3,9,2019-07-05,0.12,5,191
174382,Design Flat in The Very Center,567180,Sandra,Eixample,la Sagrada Família,41.40616,2.17423,Entire home/apt,149,2,10,2019-05-28,1.69,13,0
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37151,2.13607,Private room,27,3,50,2018-09-28,0.52,3,190
180293,Ally`s Guest House Barcelona,863772,Graciela,Eixample,la Dreta de l'Eixample,41.39847,2.16452,Private room,50,2,1,2012-05-05,0.01,1,256
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846,2.2042,Private room,49,2,256,2019-06-25,2.66,1,78
184516,lovely huge 30mq room with pvt bathroom,784341,Paola,Ciutat Vella,el Barri Gòtic,41.38199,2.17357,Private room,80,3,46,2019-06-22,0.49,1,10
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076,2.19078,Entire home/apt,42,32,10,2019-05-08,0.28,1,64
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.39326,2.17386,Private room,33,2,49,2013-06-20,0.51,1,98
186598, Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.3818,2.16527,Private room,50,2,358,2019-07-03,3.78,1,273
188267,Watermelon 3 BR Flat  Balconies at elegant center,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.39368,2.17614,Entire home/apt,340,2,76,2019-06-09,0.81,9,353
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39009,2.12588,Private room,46,7,1,2016-06-09,0.03,1,0
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43846,2.1556,Private room,20,3,117,2019-06-04,1.22,1,302
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431,2.21686,Private room,21,2,301,2019-07-01,3.24,1,253
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796,2.15946,Entire home/apt,310,5,237,2019-06-29,2.50,2,265
196196,Large Flat next to Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40625,2.17512,Entire home/apt,220,30,88,2019-04-28,0.92,13,128
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735,2.21294,Entire home/apt,190,1,54,2019-06-10,0.62,15,117
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.3969,2.1823,Entire home/apt,75,1,63,2019-06-25,0.66,15,64
201958,Lux Apartment,177617,Joaquin,Ciutat Vella,el Barri Gòtic,41.38802,2.17301,Entire home/apt,100,32,23,2018-12-01,0.24,5,82
206122,Amazing Loft in BCN Center (B0132),1013855,Alejandro,Gràcia,la Vila de Gràcia,41.3984,2.15801,Entire home/apt,178,3,155,2019-06-13,1.68,7,291
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37406,2.16524,Entire home/apt,120,3,77,2019-07-06,0.82,1,201
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39895,2.15742,Entire home/apt,77,2,232,2019-06-29,2.92,1,285
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771,2.1763,Private room,40,3,270,2019-06-20,3.11,3,285
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.413,2.159,Private room,55,2,47,2019-06-29,0.50,2,329
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38818,2.17571,Private room,32,3,219,2019-06-20,2.42,3,292
214970,Cozy Room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171,2.16412,Private room,35,4,126,2019-06-30,1.46,1,274
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484,2.17796,Private room,42,4,285,2019-04-23,3.11,1,196
218503,"Single room next to Bogatell Beach / 单间,旁边的海滩",1130143,Jan,Sant Martí,el Poblenou,41.39765,2.20739,Private room,30,3,48,2019-06-18,0.55,2,254
228638,Dble room in BCN with yoga shala,1190018,Maria Y Lucas,Gràcia,Vallcarca i els Penitents,41.41153,2.14695,Private room,40,2,16,2016-08-22,0.18,1,36
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Ariadna,Gràcia,la Vila de Gràcia,41.39745,2.1549,Entire home/apt,95,3,263,2019-06-25,2.96,2,0
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918,2.1752,Entire home/apt,105,5,29,2019-05-23,0.79,1,137
237895,Room w/ lots of LIGHT & INCREDIBLE Views!,1201857,Jordan,Eixample,el Fort Pienc,41.39895,2.183,Private room,50,4,26,2019-07-09,0.28,1,329
238703,Comfy Flat in Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40571,2.17505,Entire home/apt,149,2,62,2018-08-13,1.01,13,142
239492,CozyRoom&Garden Priv.Bathroom AC,1255733,Antonia,Sants-Montjuïc,el Poble Sec,41.37026,2.16103,Private room,44,4,182,2019-06-24,1.96,2,23
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607,2.14534,Entire home/apt,120,10,25,2018-04-06,0.47,3,285
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38732,2.17367,Entire home/apt,65,45,2,2019-05-17,0.02,21,214
251424,NICE ROOMS FOR RENT IN BARCELONA,1318630,Olga,Eixample,la Dreta de l'Eixample,41.38957,2.1625,Private room,45,2,47,2019-02-26,0.76,4,239
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.41531,2.20069,Entire home/apt,83,2,103,2019-06-18,1.15,6,128
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.38151,2.17187,Entire home/apt,41,32,12,2014-06-11,0.13,21,327
256354,tranquila room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41446,2.13945,Private room,23,30,43,2019-05-17,0.49,2,215
256628,"Cozy bedroom in a loft, el Raval.",742068,R&M,Ciutat Vella,el Raval,41.37654,2.17385,Private room,40,3,225,2019-06-16,2.46,2,108
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.38065,2.17629,Private room,50,3,136,2019-06-22,1.57,1,312
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406,2.17926,Private room,40,3,97,2019-07-04,1.11,1,299
261750,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,1369675,Javier,Gràcia,la Vila de Gràcia,41.39809,2.15839,Entire home/apt,350,3,11,2018-10-14,0.12,3,335
264125,Sagrada Familia 5' Metro WIFI fibre,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.41242,2.17624,Entire home/apt,89,4,214,2019-06-22,2.39,2,285
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37707,2.18787,Private room,80,3,152,2019-06-23,1.77,1,53
265607,Sunny Spacious Sardenya free WiFi - HUTB-015374,1367370,Karen,Eixample,el Fort Pienc,41.39795,2.18135,Entire home/apt,175,3,43,2019-06-03,0.50,2,22
267816,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.379,2.18327,Entire home/apt,900,2,21,2019-05-20,0.24,1,353
268017,Cosy apartment 3 bedrooms,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.3939,2.17154,Entire home/apt,184,2,8,2019-05-13,0.09,15,138
268022,Charming 3 bedrooms apartment,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.39288,2.16987,Entire home/apt,184,2,9,2019-05-02,0.29,15,162
268417,Cozy Room near the Center. 2 línes underg.Eixample,1406951,Salva,Eixample,la Nova Esquerra de l'Eixample,41.37687,2.14979,Private room,36,3,180,2019-06-24,2.57,1,157
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40338,2.17685,Entire home/apt,110,7,42,2019-06-29,2.27,3,302
270050,Double Room in El vaixell de paper,1414100,Xavier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38466,2.18,Private room,48,1,406,2019-06-21,4.38,2,62
271996,GR Apartment near Sagrada Familia,155686,Sonia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40279,2.16612,Entire home/apt,51,31,13,2018-08-15,0.14,2,209
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Mar,Eixample,la Nova Esquerra de l'Eixample,41.38237,2.15769,Entire home/apt,290,3,264,2019-07-03,3.09,1,71
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.37704,2.15782,Entire home/apt,72,7,123,2019-06-08,1.41,1,210
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.39053,2.15794,Entire home/apt,100,3,154,2019-06-19,1.70,38,144
275336,Charming 3BR just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38294,2.15728,Entire home/apt,130,3,85,2019-06-28,1.01,20,313
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.3924,2.12314,Entire home/apt,215,3,39,2019-06-24,0.46,20,346
275350,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",1435464,Jaume,Ciutat Vella,el Raval,41.3796,2.17352,Entire home/apt,100,32,47,2019-06-26,0.72,20,264
275889,La Rambla Zen 1BR apt in Center,1435464,Jaume,Ciutat Vella,el Raval,41.38191,2.1714,Entire home/apt,72,32,9,2018-10-20,0.10,20,174
276324,COMFORTABLE IN GRACE APARTMENT ,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40098,2.16085,Entire home/apt,106,5,47,2019-06-20,0.53,1,311
276527,Nice rustic apartament - Parc Güell,1444707,Jesus,Gràcia,el Coll,41.42027,2.14873,Entire home/apt,60,2,308,2019-07-02,3.41,2,212
278036,Big Sunny Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.3902,2.16674,Private room,45,5,157,2019-06-07,1.78,7,22
281978,Big Private Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39111,2.16677,Private room,45,5,107,2019-06-18,1.17,7,88
281985,Medium Sise Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39316,2.16559,Private room,30,5,146,2019-06-12,1.60,7,13
282679,"Charming Penthouse,two amazing terraces",1354169,Valentin,Eixample,Sant Antoni,41.38034,2.15823,Entire home/apt,225,4,23,2019-03-16,0.27,3,301
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39121,2.18665,Entire home/apt,85,1,181,2019-07-05,2.01,1,263
286105,Room at Gran Via Barcelona Spain,1489008,Anne Li,Eixample,el Fort Pienc,41.40034,2.183,Private room,40,30,1,2014-06-03,0.02,1,290
287294,Sailing Dreams Barcelona!,1174446,Sailing Dreams,Sant Martí,la Vila Olímpica del Poblenou,41.38561,2.20086,Entire home/apt,196,2,39,2018-10-26,0.44,1,274
288034,"JUNE IN BARCELONA, QUIET & WITH TERRACE, NICE FLAT",1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38791,2.15064,Entire home/apt,80,3,15,2019-02-05,0.17,80,354
288781,Private terrace in Old town,1411775,Jeremies,Ciutat Vella,el Raval,41.37806,2.16472,Entire home/apt,47,32,0,,,3,365
289405,MAGIC ROOM IN GÒTIC *1! CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38178,2.17463,Private room,25,32,5,2017-08-14,0.05,79,343
289600,MAGIC ROOM GOTIC * 2! CITY CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38296,2.17411,Private room,27,32,1,2014-06-30,0.02,79,256
289616,MAGIC ROOM CITY CENTER! * GÒTIC 5!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38373,2.17412,Private room,23,32,2,2018-02-22,0.02,79,191
289761,MAGIC ROOM GOTIC * 6! CITY CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38292,2.17422,Private room,23,32,0,,,79,341
290592,Views SagradaFamilia + metro + WIFI,1377744,Esther & Gemma,Eixample,la Sagrada Família,41.41087,2.17644,Entire home/apt,69,4,212,2019-06-26,2.42,2,266
295200,Gaudi view´s Attic with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40771,2.15987,Entire home/apt,110,3,142,2019-06-15,1.56,7,193
296287,Nice room in Barcelona Gòtic (3),1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38295,2.17484,Private room,20,32,10,2019-06-29,4.00,79,0
297066,"3 rooms, 2 bathrooms in the touristic city centre",1541784,Aga,Sants-Montjuïc,el Poble Sec,41.37336,2.16997,Entire home/apt,126,1,539,2019-06-21,6.02,1,299
302179,Cozy apartment in the city center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38519,2.16105,Entire home/apt,90,3,148,2019-06-13,1.75,38,129
302440,Ramblas Romantic studio,942210,Pia,Ciutat Vella,el Raval,41.38486,2.16841,Entire home/apt,45,32,20,2019-04-27,0.23,4,317
305213,PLATANEROS - BRIGHT CENTRAL APT,1570247,Irene,Eixample,Sant Antoni,41.37669,2.16532,Entire home/apt,126,5,240,2019-07-01,2.80,1,331
308166,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN",1561612,Carlos,Eixample,la Dreta de l'Eixample,41.39253,2.15888,Entire home/apt,135,3,158,2019-07-05,1.77,1,50
315769,Sagrada Familia vintage apartment,1994100,Marcello,Eixample,la Sagrada Família,41.40577,2.17324,Entire home/apt,100,3,15,2019-03-15,0.17,3,257
